date,min_temp,max_temp,avg_temp,precipitation,wind_speed
2025-02-26,-1.4,6.8,2.60625,0.5,0.8917431192660551
2025-02-27,-0.1,6.0,2.3985714285714286,0.1,1.0636363636363635
2025-02-28,-1.4,4.5,2.2194444444444446,3.5,1.7951388888888888
2025-03-01,-0.2,5.5,2.5756944444444443,17.5,1.6391304347826086
2025-03-02,1.3,5.7,4.044444444444444,46.5,3.1770833333333335
2025-03-03,1.0,5.0,2.709722222222222,41.6,2.773611111111111
2025-03-04,-0.5,3.7,1.0056338028169014,26.3,1.623943661971831
